Algorithm,Implementation,Thread Count,Elements,Time
QuickSort, OpenMP, 1, 2, 0.000006
QuickSort, OpenMP, 2, 2, 0.003450
QuickSort, OpenMP, 4, 2, 0.169151
QuickSort, OpenMP, 8, 2, 0.031321
QuickSort, OpenMP, 16, 2, 0.018038
QuickSort, OpenMP, 32, 2, 0.017608
QuickSort, OpenMP, 64, 2, 0.099079
QuickSort, OpenMP, 128, 2, 0.163847
QuickSort, OpenMP, 256, 2, 0.122140
QuickSort, OpenMP, 512, 2, 0.431645
Sample Sort, OpenMP, 1, 2, 0.000001
Sample Sort, OpenMP, 2, 2, 0.000000
Sample Sort, OpenMP, 4, 2, 0.000000
Sample Sort, OpenMP, 8, 2, 0.000000
Sample Sort, OpenMP, 16, 2, 0.000000
Sample Sort, OpenMP, 32, 2, 0.000000
Sample Sort, OpenMP, 64, 2, 0.000000
Sample Sort, OpenMP, 128, 2, 0.000000
Sample Sort, OpenMP, 256, 2, 0.000000
Sample Sort, OpenMP, 512, 2, 0.000000
TimSort, OpenMP, 1, 2, 0.000004
TimSort, OpenMP, 2, 2, 0.002990
TimSort, OpenMP, 4, 2, 0.074733
TimSort, OpenMP, 8, 2, 0.017253
TimSort, OpenMP, 16, 2, 0.008246
TimSort, OpenMP, 32, 2, 0.012351
TimSort, OpenMP, 64, 2, 0.017564
TimSort, OpenMP, 128, 2, 0.049016
TimSort, OpenMP, 256, 2, 0.241334
TimSort, OpenMP, 512, 2, 0.414957
Bitonic Sort, OpenMP, 1, 2, 0.000009
Bitonic Sort, OpenMP, 2, 2, 0.010220
Bitonic Sort, OpenMP, 4, 2, 0.106904
Bitonic Sort, OpenMP, 8, 2, 0.034767
Bitonic Sort, OpenMP, 16, 2, 0.024910
Bitonic Sort, OpenMP, 32, 2, 0.025630
Bitonic Sort, OpenMP, 64, 2, 0.044974
Bitonic Sort, OpenMP, 128, 2, 0.153999
Bitonic Sort, OpenMP, 256, 2, 0.236217
Bitonic Sort, OpenMP, 512, 2, 0.423375
MergeSort, OpenMP, 1, 2, 0.000009
MergeSort, OpenMP, 2, 2, 0.007460
MergeSort, OpenMP, 4, 2, 0.114878
MergeSort, OpenMP, 8, 2, 0.022650
MergeSort, OpenMP, 16, 2, 0.021292
MergeSort, OpenMP, 32, 2, 0.022338
MergeSort, OpenMP, 64, 2, 0.049427
MergeSort, OpenMP, 128, 2, 0.097452
MergeSort, OpenMP, 256, 2, 0.204622
MergeSort, OpenMP, 512, 2, 0.420601
QuickSort, OpenMP, 1, 2, 0.000006
QuickSort, OpenMP, 2, 2, 0.003544
QuickSort, OpenMP, 4, 2, 0.104629
QuickSort, OpenMP, 8, 2, 0.020240
QuickSort, OpenMP, 16, 2, 0.017129
QuickSort, OpenMP, 32, 2, 0.015552
QuickSort, OpenMP, 64, 2, 0.053837
QuickSort, OpenMP, 128, 2, 0.135312
QuickSort, OpenMP, 256, 2, 0.260662
QuickSort, OpenMP, 512, 2, 0.441939
Sample Sort, OpenMP, 1, 2, 0.000001
Sample Sort, OpenMP, 2, 2, 0.000000
Sample Sort, OpenMP, 4, 2, 0.000000
Sample Sort, OpenMP, 8, 2, 0.000000
Sample Sort, OpenMP, 16, 2, 0.000000
Sample Sort, OpenMP, 32, 2, 0.000000
Sample Sort, OpenMP, 64, 2, 0.000000
Sample Sort, OpenMP, 128, 2, 0.000000
Sample Sort, OpenMP, 256, 2, 0.000000
Sample Sort, OpenMP, 512, 2, 0.000000
