Algorithm,Implementation,Thread Count,Elements,Time
MergeSort, OpenMP, 2, 524288, 0.173050
MergeSort, OpenMP, 4, 524288, 0.165432
MergeSort, OpenMP, 8, 524288, 0.168540
MergeSort, OpenMP, 16, 524288, 0.165081
MergeSort, OpenMP, 32, 524288, 0.178183
QuickSort, OpenMP, 1, 524288, 0.207592
QuickSort, OpenMP, 2, 524288, 0.179804
QuickSort, OpenMP, 4, 524288, 0.194130
QuickSort, OpenMP, 8, 524288, 0.157375
QuickSort, OpenMP, 16, 524288, 0.132249
QuickSort, OpenMP, 32, 524288, 0.202048
Sample Sort, OpenMP, 1, 524288, 0.132510
Sample Sort, OpenMP, 2, 524288, 0.155494
Sample Sort, OpenMP, 4, 524288, 0.176985
Sample Sort, OpenMP, 8, 524288, 0.102495
Sample Sort, OpenMP, 16, 524288, 0.161716
Sample Sort, OpenMP, 32, 524288, 0.112775
TimSort, OpenMP, 1, 1048576, 0.221237
TimSort, OpenMP, 2, 1048576, 0.124169
TimSort, OpenMP, 4, 1048576, 0.106530
TimSort, OpenMP, 8, 1048576, 0.202815
TimSort, OpenMP, 16, 1048576, 0.139405
TimSort, OpenMP, 32, 1048576, 0.148073
Bitonic Sort, OpenMP, 1, 1048576, 1.365644
Bitonic Sort, OpenMP, 2, 1048576, 0.800489
Bitonic Sort, OpenMP, 4, 1048576, 0.837672
Bitonic Sort, OpenMP, 8, 1048576, 0.852473
Bitonic Sort, OpenMP, 16, 1048576, 0.817303
Bitonic Sort, OpenMP, 32, 1048576, 0.815183
MergeSort, OpenMP, 1, 1048576, 0.654063
MergeSort, OpenMP, 2, 1048576, 0.320935
MergeSort, OpenMP, 4, 1048576, 0.319375
MergeSort, OpenMP, 8, 1048576, 0.304721
MergeSort, OpenMP, 16, 1048576, 0.303847
MergeSort, OpenMP, 32, 1048576, 0.303371
QuickSort, OpenMP, 1, 1048576, 0.414647
QuickSort, OpenMP, 2, 1048576, 0.391896
QuickSort, OpenMP, 4, 1048576, 0.347283
QuickSort, OpenMP, 8, 1048576, 0.253477
QuickSort, OpenMP, 16, 1048576, 0.278982
QuickSort, OpenMP, 32, 1048576, 0.246631
Sample Sort, OpenMP, 1, 1048576, 0.305674
Sample Sort, OpenMP, 2, 1048576, 0.321222
Sample Sort, OpenMP, 4, 1048576, 0.270337
Sample Sort, OpenMP, 8, 1048576, 0.281604
Sample Sort, OpenMP, 16, 1048576, 0.307396
Sample Sort, OpenMP, 32, 1048576, 0.215419
TimSort, OpenMP, 1, 2097152, 0.462354
TimSort, OpenMP, 2, 2097152, 0.280084
TimSort, OpenMP, 4, 2097152, 0.222052
TimSort, OpenMP, 8, 2097152, 0.377400
TimSort, OpenMP, 16, 2097152, 0.325305
TimSort, OpenMP, 32, 2097152, 0.320970
Bitonic Sort, OpenMP, 1, 2097152, 3.005886
Bitonic Sort, OpenMP, 2, 2097152, 1.669125
Bitonic Sort, OpenMP, 4, 2097152, 1.723532
Bitonic Sort, OpenMP, 8, 2097152, 1.679079
Bitonic Sort, OpenMP, 16, 2097152, 1.776857
Bitonic Sort, OpenMP, 32, 2097152, 1.750773
MergeSort, OpenMP, 1, 2097152, 1.149522
MergeSort, OpenMP, 2, 2097152, 0.651596
MergeSort, OpenMP, 4, 2097152, 0.608933
MergeSort, OpenMP, 8, 2097152, 0.589352
MergeSort, OpenMP, 16, 2097152, 0.600852
MergeSort, OpenMP, 32, 2097152, 0.630794
QuickSort, OpenMP, 1, 2097152, 0.857407
QuickSort, OpenMP, 2, 2097152, 0.749653
QuickSort, OpenMP, 4, 2097152, 0.678352
QuickSort, OpenMP, 8, 2097152, 0.501494
QuickSort, OpenMP, 16, 2097152, 0.885306
QuickSort, OpenMP, 32, 2097152, 0.812350
Sample Sort, OpenMP, 1, 2097152, 0.607552
Sample Sort, OpenMP, 2, 2097152, 0.460717
Sample Sort, OpenMP, 4, 2097152, 0.366931
Sample Sort, OpenMP, 8, 2097152, 0.452298
Sample Sort, OpenMP, 16, 2097152, 0.525600
Sample Sort, OpenMP, 32, 2097152, 0.459559
TimSort, OpenMP, 1, 4194304, 0.924004
TimSort, OpenMP, 2, 4194304, 0.520639
TimSort, OpenMP, 4, 4194304, 0.393585
TimSort, OpenMP, 8, 4194304, 0.730140
TimSort, OpenMP, 16, 4194304, 0.678751
TimSort, OpenMP, 32, 4194304, 0.578059
Bitonic Sort, OpenMP, 1, 4194304, 6.904556
Bitonic Sort, OpenMP, 2, 4194304, 3.700518
Bitonic Sort, OpenMP, 4, 4194304, 3.883915
Bitonic Sort, OpenMP, 8, 4194304, 4.281696
Bitonic Sort, OpenMP, 16, 4194304, 3.709243
Bitonic Sort, OpenMP, 32, 4194304, 3.587717
MergeSort, OpenMP, 1, 4194304, 2.298878
MergeSort, OpenMP, 2, 4194304, 7.987888
MergeSort, OpenMP, 4, 4194304, 1.401864
MergeSort, OpenMP, 8, 4194304, 1.288478
MergeSort, OpenMP, 16, 4194304, 1.321306
MergeSort, OpenMP, 32, 4194304, 1.290011
QuickSort, OpenMP, 1, 4194304, 1.676621
QuickSort, OpenMP, 2, 4194304, 1.442269
QuickSort, OpenMP, 4, 4194304, 1.531320
QuickSort, OpenMP, 8, 4194304, 1.312691
QuickSort, OpenMP, 16, 4194304, 1.590779
QuickSort, OpenMP, 32, 4194304, 1.336227
Sample Sort, OpenMP, 1, 4194304, 1.254627
Sample Sort, OpenMP, 2, 4194304, 0.771498
Sample Sort, OpenMP, 4, 4194304, 1.358821
Sample Sort, OpenMP, 8, 4194304, 1.322665
Sample Sort, OpenMP, 16, 4194304, 1.384123
Sample Sort, OpenMP, 32, 4194304, 1.318435
